"filename", "language", "JSON", "JavaScript", "PHP", "Markdown", "CSS", "XML", "comment", "blank", "total"
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/body/sidebar.blade.php", "PHP", 0, 0, 81, 0, 0, 0, 0, 0, 81
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/cat_blog_details.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/contact.blade.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 3, 24
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/faqs.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/home_all/home.blade.php", "PHP", 0, 0, 213, 0, 0, 0, 0, 5, 218
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/index.blade.php", "PHP", 0, 0, 159, 0, 0, 0, 0, 6, 165
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/main_master.blade.php", "PHP", 0, 0, 69, 0, 0, 0, 0, 22, 91
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/main_shop.blade.php", "PHP", 0, 0, 165, 0, 0, 0, 0, 22, 187
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/portfolio.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/portfolio_details.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/privacy-policy.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/rentals-details.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/rentals-hondapcx125.blade.php", "PHP", 0, 0, 408, 0, 0, 0, 0, 10, 418
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/rentals-information.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/rentals-motorcycles.blade.php", "PHP", 0, 0, 361, 0, 0, 0, 0, 4, 365
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/returns.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/road-traffic-accidents.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/sale-motorcycles.blade.php", "PHP", 0, 0, 262, 0, 0, 0, 0, 4, 266
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/service-mot.blade.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 3, 25
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/service-motorcycle.blade.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 3, 25
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/service-repairs.blade.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 3, 24
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/services.blade.php", "PHP", 0, 0, 97, 0, 0, 0, 0, 7, 104
"/Users/Emmanuel/Sites/ngm/resources/views/frontend/terms-of-service.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 3, 7
"/Users/Emmanuel/Sites/ngm/resources/views/layouts/app.blade.php", "PHP", 0, 0, 31, 0, 0, 0, 0, 6, 37
"/Users/Emmanuel/Sites/ngm/resources/views/layouts/guest.blade.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 7, 33
"/Users/Emmanuel/Sites/ngm/resources/views/layouts/navigation.blade.php", "PHP", 0, 0, 88, 0, 0, 0, 0, 13, 101
"/Users/Emmanuel/Sites/ngm/resources/views/livewire/user-management.blade.php", "PHP", 0, 0, 3, 0, 0, 0, 0, 1, 4
"/Users/Emmanuel/Sites/ngm/resources/views/profile/edit.blade.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 4, 30
"/Users/Emmanuel/Sites/ngm/resources/views/profile/partials/delete-user-form.blade.php", "PHP", 0, 0, 45, 0, 0, 0, 0, 11, 56
"/Users/Emmanuel/Sites/ngm/resources/views/profile/partials/update-password-form.blade.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 8, 49
"/Users/Emmanuel/Sites/ngm/resources/views/profile/partials/update-profile-information-form.blade.php", "PHP", 0, 0, 54, 0, 0, 0, 0, 11, 65
"/Users/Emmanuel/Sites/ngm/resources/views/shop/accessories.blade.php", "PHP", 0, 0, 215, 0, 0, 0, 0, 6, 221
"/Users/Emmanuel/Sites/ngm/resources/views/shop/gps-tracker.blade.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 3, 24
"/Users/Emmanuel/Sites/ngm/resources/views/shop/handlebar-accessories.blade.php", "PHP", 0, 0, 140, 0, 0, 0, 0, 5, 145
"/Users/Emmanuel/Sites/ngm/resources/views/shop/product-types.blade.php", "PHP", 0, 0, 144, 0, 0, 0, 0, 6, 150
"/Users/Emmanuel/Sites/ngm/resources/views/shop/products.blade.php", "PHP", 0, 0, 182, 0, 0, 0, 0, 4, 186
"/Users/Emmanuel/Sites/ngm/resources/views/shop/products.php", "PHP", 0, 0, 272, 0, 0, 0, 0, 8, 280
"/Users/Emmanuel/Sites/ngm/resources/views/shop/shop-template.blade.php", "PHP", 0, 0, 125, 0, 0, 0, 0, 4, 129
"/Users/Emmanuel/Sites/ngm/resources/views/shop/shop_master.blade.old.php", "PHP", 0, 0, 126, 0, 0, 0, 4, 25, 155
"/Users/Emmanuel/Sites/ngm/resources/views/shop/spare-parts.blade.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 3, 28
"/Users/Emmanuel/Sites/ngm/resources/views/welcome.blade.php", "PHP", 0, 0, 118, 0, 0, 0, 0, 23, 141
"/Users/Emmanuel/Sites/ngm/routes/api.php", "PHP", 0, 0, 6, 0, 0, 0, 10, 4, 20
"/Users/Emmanuel/Sites/ngm/routes/auth.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 17, 60
"/Users/Emmanuel/Sites/ngm/routes/channels.php", "PHP", 0, 0, 5, 0, 0, 0, 10, 4, 19
"/Users/Emmanuel/Sites/ngm/routes/console.php", "PHP", 0, 0, 6, 0, 0, 0, 10, 4, 20
"/Users/Emmanuel/Sites/ngm/routes/web.php", "PHP", 0, 0, 61, 0, 0, 0, 18, 15, 94
"/Users/Emmanuel/Sites/ngm/tailwind.config.js", "JavaScript", 0, 15, 0, 0, 0, 0, 2, 4, 21
"/Users/Emmanuel/Sites/ngm/tests/CreatesApplication.php", "PHP", 0, 0, 13, 0, 0, 0, 3, 6, 22
"/Users/Emmanuel/Sites/ngm/tests/Feature/Auth/AuthenticationTest.php", "PHP", 0, 0, 34, 0, 0, 0, 0, 12, 46
"/Users/Emmanuel/Sites/ngm/tests/Feature/Auth/EmailVerificationTest.php", "PHP", 0, 0, 50, 0, 0, 0, 0, 16, 66
"/Users/Emmanuel/Sites/ngm/tests/Feature/Auth/PasswordConfirmationTest.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 13, 45
"/Users/Emmanuel/Sites/ngm/tests/Feature/Auth/PasswordResetTest.php", "PHP", 0, 0, 50, 0, 0, 0, 0, 22, 72
"/Users/Emmanuel/Sites/ngm/tests/Feature/Auth/PasswordUpdateTest.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 11, 52
"/Users/Emmanuel/Sites/ngm/tests/Feature/Auth/RegistrationTest.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 8, 33
"/Users/Emmanuel/Sites/ngm/tests/Feature/ExampleTest.php", "PHP", 0, 0, 11, 0, 0, 0, 4, 5, 20
"/Users/Emmanuel/Sites/ngm/tests/Feature/ProfileTest.php", "PHP", 0, 0, 76, 0, 0, 0, 0, 24, 100
"/Users/Emmanuel/Sites/ngm/tests/TestCase.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 4, 11
"/Users/Emmanuel/Sites/ngm/tests/Unit/ExampleTest.php", "PHP", 0, 0, 10, 0, 0, 0, 3, 4, 17
"/Users/Emmanuel/Sites/ngm/vendor/spatie/ignition/resources/compiled/ignition.css", "CSS", 0, 0, 0, 0, 1, 0, 2, 0, 3
"/Users/Emmanuel/Sites/ngm/vendor/spatie/ignition/resources/compiled/ignition.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 1, 7
"/Users/Emmanuel/Sites/ngm/vite.config.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 2, 15
"Total", "-", 13567, 15678, 17184, 45, 30893, 1975, 21354, 9844, 110540
